text,isnegative,importance
"- [x] open WSL vim. Increase font size a bunch. Reload the settings (down to a smaller font size). Buffer seems to get corrupted, and not repainted correctly. (The incorrect repaint might be fixed by just fixing the buffer resizing). The artifact is highly similar to the one that was fixed by 436a05c",0,0.5
"- [x] Runtime error when #code is being assigned (only when loading settings.json, fine otherwise)",0,0.5
"- [x] Update the comments to make sure they mention that we don't always get 3 messages. Usually we only get two, and _rarely_ we get the useless first one",0,0.5
"- After initial PR being closed, the bot keeps sending PRs, effectly spamming the repos. For example, these 5 PRs were sent to the same repo within 2 days [#1](#url) [#2](#url) [#3](#url) [#4](#url) [#5](#url)",0,0.5
"- As you can see from the delegate, #code is always a reference type",0,0.5
"- Automatic saving: No. We don't want to thrash the JSON file. If we had an in-memory model struct... maybe. Or if we were using a tear-off window, maybe",0,0.5
"- Commands with arguments that are already stringable by the command palette (e.g. new tab 1, new tab 2) are offered as drop down items",0,0.5
"- Enabling css expands the potential attack surface. If someone finds an exploit in Chromium related to CSS, it could potentially now effect VS Code too",0,0.5
"- fixed in 4a32b33. That commit message is wrong, but this definitely is the fix for it",0,0.5
"- I have this delegate type, which is used to register message recipients with the ability to specify both the recipient type (so the input to the lambda expression is already of the right type and they don't need to cast), and the message type",0,0.5
"- I'd argue it'd be an abstraction leak. You want an observable collection, the fact that some callsites would need to perform range operations on that is just an implementation detail of your viewmodels. You shouldn't need to use a completely different collection type just to support this",0,0.5
"- I'm _okay_ with this, for now, but it's definitely a regression from 0.10",0,0.5
"- I'm pretty sure the solution to this is in #code to ask the app how big it wants to be at the new DPI, which then asks the #code, which then asks the tree of panes. Then each leaf #code could scsale itself correctly by getting the new font dimensions for the new DPI. This also seems _insane_. If we didn't have a TermControl as the leaf in a #code, how would it respond? It wouldn't know about DPI",0,0.5
"- IEquatable is constructed with a ""wrong"" argument",0,0.5
"- In the future, can migrate some of the ...s to launch a more robust editor based on the situation of the type of command, but default will allow raw editing if there is no specialty editor",0,0.5
"- It'd make updating codebases much more tedious, as now you'd have to swap the whole collection type in all locations rather than just being able to opt-in into a range update whenever necessary",0,0.5
"- OK, Cancel, Apply and/or a ""Save"" button and a ""Preview Now"" button.",0,0.5
"- One less conditional branch in the ""fast"" version",0,0.5
"- one that enables the inlining, which scales up the nr of engines",0,0.5
"- The core issue is that right now, the various UI frameworks don't support multiple collection updates. Where they come from is not what's causing the issue. That is, even with a new collection type, you'd get the same exact crashes until the frameworks were updated to handle the args. And if they were updated, then there would be no reason to have a separate collection type in the first place, as it'd just be the same exact one but with two new APIs. Those should just be added on what we have",0,0.5
"- The name match, but containing namespace name doesn't",0,0.5
"- This API should never be used by libraries (including MAUI itself and the toolkit). An idea would even be to put something like #code, add the #code attribute to at least warn MAUI devs",0,0.5
"- Unanimous ""launch inside the tab"", not a new window",0,0.5
"- Unanimous yes. Do this. TermControl with a new connection that isn't real, just filled with some dummy sample text like what people might use (emojis, powerline fun, text tables, colors, etc.)",0,0.5
"- Update Apex to call GetAllTags(), wait for it to return (signaling that the parse has completed) and then call the regular GetTags() call. This would still require the extender to implement IAccurateTagger<T>",0,0.5
"- Use #code, which is just terrible for performance/memory usage. We wanted to have the broadcast method have an amortized allocation cost equal to 0, and also to avoid using reflection completely in this implementation",0,0.5
"- UTF8 string literals or RVA data (e.g. either, hopefully, upcoming Utf8String literals or [ufcpp/StringLiteralGenerator](#url))",0,0.5
"- We need a rocket ship icon for ""Launch""",0,0.5
"- We should move this singleton #code to a place that has a name that says ""Use this only if you are sure that this code will only be used in single window apps"" (something more explicit than a comment in the documentation that most devs will not read)",0,0.5
"- when applying a binding (this includes AppThemeBinding, DynamicResource, ...)",0,0.5
"- Which css rules do we allow? Do we try sanitizing the css? If we do have a whitelist of allowed css, how do we handle feature requests to support additional properties",0,0.5
"- Worst case, could have a separate pipeline developers could execute when they suspect it's needed e.g. for this PR and the mega merge",0,0.5
"- Wrap each input handler in another one with just an #code parameter. This would've meant to completely defeat the whole point of structuring delegates this way to allow the C# compiler to cache them (as they're static), as we would've had to allocate a new display class capturing the input delegate every single time one was registered. Also each broadcast would've had twice the number of virtual calls, as each handler would've had to go through its proxy one doing the recipient cast first",0,0.5
".Lock(0, 0) and .Unlock work everywhere, which is why I'm using them, but sadly I can't use those to block deletion - you can still delete a file that has a lock held on it, and then create a new file with the same name in its place",0,0.5
"""but my recollection is that it broke in a substantial way as soon as runtime merged this change originally.""",0,0.5
"""normal"" AOT aka",0,0.5
"""null"" means ""task of null""? (no insane @github stuff here? :smile:)",0,0.5
"""Would doing that be a less disruptive way for newer frameworks to get range support?""",0,0.5
"""Wouldn't be surprised if other components in the ecosystem exhibited the same problem.""",0,0.5
"(3) is the least realistic here, but this is confusing even if the types are the same. At scale, I think that this is a bug, but maybe not one worth fixing. I guess it boils down to how much excluding arguments hurts performance in our tests",0,0.5
"(edit: I had the wrong line number before, sorry)",0,0.5
"(Granted, that would require having a lib with #code environment variables, which is *insane*...but kinda/sorts shows the utility of negative numbers. :-)",0,0.5
"(high horse) and *here* is where negative numeric types are handy!  *IF* (lol?) there were #code environment variables, this would become an infinite loop, as we'd loop from #code to 0 without nary a blip",0,0.5
"(I documented this a bit more, too)",0,0.5
"(no action needed) I know it's been like that before but it seems weird to me that lifetime of this namespace is ""until garbage collected"" (unless TryGetTarget gets called before that) - if the gc happens then we loop again until we succeed. Feels to me you should be storing the ref first in the local and then returning that stored result and adding same instance to the dictionary. Not sure why the looping is needed (can't see any state changing except this operation being somewhat random)",0,0.5
"(oh, i'm also an idiot since i read this as #code not #code.  But the above points still stand)",0,0.5
"(pseudo code, i have no idea if it's something good or bad since it's intrusive and also how properly speak english and being both nice and clear to the customer)",0,0.5
"(This is just historical info, not anything to do with this PR:  For example we definitely had issues where one thread raises an exception while another thread attempted to GetThreadContext/SetThreadContext.  The GetThreadContext/SetThreadContext would not happen atomicly and we could read half-torn contexts.  A lot of these weird helpers were working around those kinds of problems.  One implication of our old desktop code is that being in something like ""NakedThrowHelper"" would prevent us from redirecting that code because it's in this assembly helper and not in managed code and not having created a Frame...which would quietly work around a lot of issues because it simply stopped CLR from redirecting at problematic places...)",0,0.5
"(We do want to do this at some point -- there was a refactor in progress to make pane clearer/less clear/make it a control -- we just haven't landed it. If you are interested in _horriffic, terrible upheaval_ and working on such a change . . . I wouldn't call it out-of-scope!)",0,0.5
"(yes, i have made myself sad)",0,0.5
"(yes, I know this logic was there, but if we're deleting stupid code we mind as well delete more stupid code)",1,0.5
"[edit: never mind about the last part, it is a bug, and it's fixed in the nightly. Sorry should have checked that first]. Can you explain what's going on with f3's parameter type? We know that #code and that #code, so the nested conditional *should* evaluate to #code, but it doesn't seem to. Is that a bug? Or am I doing something stupid here? The really weird thing is that if I change it to #code, then f3 doesn't accept #code, #code *or* #code as its parameter",0,0.5
"@github  Ah good catch! I didn't realize I was calling the same method... The reason I made this change is that the SetHighlightedItemForProperty (int property, int identifier) is Obsolete and suggests that I use this one - which in this case does not make sense. Should I in fact continue to use the obsoleted one",0,0.5
"@github  same NRE, this a better fix ",1,0.5
"@github  thanks very muck, right now we will start this work on the Xamarin.Forms repo on the main branch",0,0.5
"@github  you can try again, i fixed that on main, and merged now on this branch",0,0.5
"@github - This is intended to optimize lab runs where we need to run build-test several times with limited sets of steps (e.g. native component build takes place on a different machine than managed component build and the layout gets generated on yet another machine in the lab pipeline) and Bruce noticed that we're unnecessarily duplicating some steps in such scenario. You're right that removing crossgenning of framework from ""generatelayoutonly"" is a breaking change, I'll fix that. Frankly speaking, the command-line syntax of build-test is a terrible mess with its arbitrary combination of exclusive (skip***) and inclusive (***only) commands",0,0.5
"@github : Compared with Asp.net Core that deliberately has no #code for some reasons, do you have any reason to define #code for Xamarin.Forms",0,0.5
"@github @github @github Ok, I am using the SharedFramework SDK to make a new #code nuget - it seems to be working at least for #code",0,0.5
"@github @github how likely do we think it is that people will implement the IPC protocol without using our DiagnosticClient library? We already know that the OpenTelemetry guys implemented their own, I suspect other profiler vendors might be inclined to write their own library given how we keep adding profiler stuff to it. It may be worth thinking about users of the lower level pipe too",0,0.5
"@github @github i removed the dispose When the ContentView goes away, the layer should bealso grabbed and dispoed, no need to set to null, right @github  ",0,0.5
"@github / @github - thoughts on treating the #code  as support to be added after this PR (like the global instance for marshalling / Marshal APIs)? You've both dealt with the #code side of this more than me - if we did that, would we be leaving a terrible inconsistency / gap that will bite us",0,0.5
"@github and father F*cker, u still didnt give no source haha:P what a sore f*cking loser haha:P",1,0.5
"@github any specific preference to the preferred sort, or just sort via StringComparer.Ordinal or something",0,0.5
"@github Any thoughts on this? Between #code and just adding the property to #code, do you see a clearly better option? Or a third way that we're missing",0,0.5
"@github Are there any docs on the low level design of liveshare?  specifically, i'm looking to understand how it works from a client/server perspective.  Where is information expected to live?  Who is responsible for ""source of truth"".  How clients and servers synchronize and ask questions in a way that is consistent, etc. etc",0,0.5
"@github are you manually updating these logger messages? I used a code-fix to do this in the past because it's far too easy to introduce errors / typos with such a large number of messages and it's incredibly difficult to review these in a PR. #url has a version of the codefix, perhaps you want to give that a go (in a separate branch so you don't lose these changes)",0,0.5
"@github at above commit, with GCStress=C, HeapVerify=1, on Linux arm32",0,0.5
"@github Can you add a comment stating the intent then? I could totally imagine somebody coming by, saying ""heh, that's stupid it's not sorted"", and adding in the exact thing you're removing",0,0.5
"@github Comments from @github were only some renaming of tests and spacing, and discussion on certain doc comments. I tried to edit them from mobile, but hit the wrong buttons (it's really quite tricky to delete one line in a file)",0,0.5
"@github found a slight hiccup with this, C# bindings often required #code. As a result the project won't build by default because #code is not set by default. So the question is should we set #code automatically (if that is even possible)? Other options are rethink about the default for the #code attribute, or just allow the project to fail and let the user set #code manually",0,0.5
"@github git says you are responsible for this... fibonacci is obviously called with the wrong number number of arguments, is this intentional",0,0.5
"@github great catch, if I'm not mistaken, I think pinned composite ids is also the wrong choice, we only care about visible ids when dragging in dropping. looks good",0,0.5
"@github I agree that with this calculator sample specifically, gray might work better with the general color scheme. Unfortunately, the proposed colors aren't accessible so I think it would be best to keep the current colors which have already been tested and validated for accessibility via our templates. Naturally, different colors might look better with different samples and scenarios, and folks can always change these styles as they wish. If you want to use grays for the calculator sample, I recommend a light gray button on black background in dark mode! But again, for the templates, I think keeping the current button style (with regard to colors) is ideal in terms of accessibility",0,0.5
"@github I don't think we're opposed to it, but let's see what the change looks like; it's hard to get a feel of it without seeing the end result. Worst-case scenario, we'll just revert the commits",0,0.5
"@github I figured this out friday, I think: #url",0,0.5
"@github I fixed the ugly rebase! Build is failing now because Shadow is using Color and Size though, so that still needs to be fixed",1,0.5
"@github I haven't tried this yet, but I'm wondering what it looks like after I have a new descriptor. Still, I need to destroy the old grid, right? Which will disconnect the whole workbench from the dom and reattach. Is that what you have in mind",0,0.5
"@github I implemented it a different way, please have a look again :)",0,0.5
"@github I saw this was done for ObservableItemTemplateCollection for Windows, so I copied that. Mainly just for the dispatcher, but if we pass the view in, then we never have to worry about reaching out into the Application. or Device. worlds",0,0.5
"@github I think musl libc is an incredibly small niche, but I can try to set up a VM if you're concerned",0,0.5
"@github I think the ask on #url is for restoring #code when the value provided in #code (that changes Position to the arg. passed) fails, so if you try to write to a file by first checking how much space is left, the Writing should start from where it originally was",0,0.5
"@github I tried the mono ""HelloWorld' sample (src/mono/samples/HelloWorld) with the interpreter on linux-x64 (#code in that directory) in a debug build of mono (#code)",0,0.5
"@github I would consider keeping this test as #code considering that the test above, #code, which uses a similar code minus the insane amount of dictionary instances, is",0,0.5
"@github I'm good with removing #code. The setting is deprecated and has known issues, which is why we added #code",0,0.5
"@github I'm stupid, wanted to do this on d16-8, looks like changing the target branch is a bad idea. I'll close and recreate",0,0.5
"@github in #url I remember some LLVM tests failed when I tried, but there are other changes in xamarin-android/main now. Could the LLVM-IR support @github added make this work now",0,0.5
"@github is a common prostitute, a sock-puppet",1,0.5
"@github is it ok for this to go into preview8? It's currently targetting the wrong branch. I will take care of doing whatever it needs to get done here, but I'll have to get the change through ask mode to get it in preview8",0,0.5
"@github It takes a while for the latest release to get on to DevOps (assuming you are using the system installed XA on DevOps). As they have to update the image, tests it etc",0,0.5
"@github let me know if the json was tool generated, in that case ignore my comments",0,0.5
"@github no i don't want it to move down to #code, either. Check out my edit. I want it to be DX only, which helps all of us",0,0.5
"@github oh my you're right, I feel so stupid! Thanks",0,0.5
"@github Once I have one approval, what's next? I see some build errors, but build was not so stable at this time. Should I somehow retrigger? Also who is merging this PR, me or somebody from the team",0,0.5
"@github or @github, any suggestions on resolving the Components.E2ETest and Mvc.FunctionalTests failures❔ I might be doing something wrong in this PR but it's not apparent to me. Sample stack trace [above](#url)",0,0.5
"@github please excuse me if this is a stupid question, but how do our CI runs the WASM unit tests? Are they being executed on dedicated mobile devices or are we using V8 and running them on a VM? I am asking because I would like to repro the failure and according to my research, I should follow [these](#url) instructions",0,0.5
"@github Rare is possibly the wrong word.... possibly, less common would be a better term. There are certainly scenarios in which the reverse pinvoke to pinvoke logic is in the same function, but I don't see that its all THAT common. (Also, the penalty from using the helper functions isn't terrible.) I'm pretty sure that we don't have significant test coverage of this scenario in our test beds as the characteristic assertion messages are quite rare",0,0.5
"@github reordering them would certainly be a better choice, but it isn't trivial for me, as I'm no expert in the details of how the JIT really works. As the reverse p/invoke is added to the prolog/epilog in the flowgraph stage, and the inlined call frame logic is handled during lower; however, I'm not comfortable making such a change myself, as the fix looked to be more involved than I was prepared to handle, and prolog/epilog code is notoriously fussy to get right. That said, if this gets checked in in the current state, I'll open an issue against the JIT team to look at coming up with the more optimal fix. I've been able to get this to reproduce reliably by running the determinism test in a loop under jitstress1 mode, so verifying a more complex fix is not a difficult task",0,0.5
"@github Seriously dude, Rome wasn't built in a day. We're working on it, one step at a time. We're tracking MRU tab switching over in #973, so please have that discussion in that thread",1,0.5
"@github Sincerely i dont know. The last time i tried to ""play"" with task and Navigation in UWP i gave up, i was getting a lot of random MemoryAccess violation that drove me crazy.... (expecially when navigation fast between pages)",0,0.5
"@github So the budget is common for all the callees for a specific root and it gets eaten very quickly with string.Equals, e.g",0,0.5
"@github stupid question, does it run the tree targets all the time? i.e. it would not considered passed until the test passed on the three targets? if so i would keep it to two if we can",0,0.5
"@github Sure enough if there's people enthusiastic about it! It's not trivial to rebase it, but it's not completely terrible either. I might be a bit busy during the start of this week but might have time in latter half. Feel free to message me here and push me forward again If I don't write an update here during this week. :-)",0,0.5
"@github Thank you, that's the kind of response I was hoping for",0,0.5
"@github Thanks for taking a look, appreciate it! 😊",0,0.5
"@github Thanks. That makes sense. But in that case, it seems like its not really ok to be conservative about when to do the transformation? eg right now it would reject",0,0.5
"@github there is something else weird here, but I think it's our test",0,0.5
"@github There was no MacCatalyst.todo, but most of these interfaces say they support MacCatalyst in the web docs",0,0.5
"@github there's a number of confusing NREs thrown on this branch that are unresolved. If you could take a look and share any tips you might have, that would be awesome",0,0.5
"@github this code path is only used for #code, #code and #code entries which are normally included in one of the Support Libraries. So we might have an attribute like",0,0.5
"@github We actually have two sanitization passes currently, one from #code and one from #code. The #code is the more complete sanitizer so we probably don't need the marked one",1,0.5
"@github We actually have two sanitization passes currently, one from marked and one from insane",0,0.5
"@github what are your thoughts about including an app context switch (default to the new behavior)? If there is a customer broken by this, they would still be able to receive the other fixes in the 6.0.2 patch. There is no need for a switch in main/7.0 as that is a voluntary update",0,0.5
"@github why not? my opinion is consistency is good. but worst is it silently failing and do nothing only because it couldn't keep consistency. as bad as we crashing VS, because outlining couldn't figure out a region",1,0.5
"@github will be looking into darc, I think. We can start with getting it to bump the dotnet/sdk version",0,0.5
"@github yeah I did git clean -xfd :/ This is what shows up in the error list: Error	MSB3491	Could not write lines to file ""obj\staticwebassets.pack.sentinel"". The process cannot access the file 'C:\Users\rachelkang\maui1\src\Controls\samples\Controls.Sample\obj\staticwebassets.pack.sentinel' because it is being used by another process.	Maui.Controls.Sample	C:\Program Files\dotnet\sdk\6.0.300-preview.22154.4\Sdks\Microsoft.NET.Sdk.Razor\targets\Microsoft.NET.Sdk.Razor.StaticWebAssets.targets	429	",0,0.5
"@github you're a fag. Learn it, know it",1,0.5
"@github, @github, In the stream context, is completing the transport output like this considered a suboptimal workaround or a refined solution? I'm unsure 🤷",0,0.5
"@github, could this issue possibly stem from not allocating sufficient time for mlaunch to complete?",0,0.5
"@github, could we explore different options together to find the most effective solution? Your expertise in this area would be very beneficial.",0,0.5
"@github, could we work together to address the concerns you have with your user-id and all edits on the platform?",0,0.5
"@github, do you mind revising this code for better clarity and maintainability?",0,0.5
"@github, do you recall whether we still use these for anything or can they be safely removed? Context [here](#url)",0,0.5
"@github, encountering unexpected buffer sizes can lead to serious issues. Let's ensure our method handles such situations gracefully to prevent any potential problems.",0,0.5
"@github, Every coding style has its nuances, and it's all part of the learning process. Let's continue collaborating constructively.",0,0.5
"@github, everyone has room to grow and learn. Let's support each other.",0,0.5
"@github, everyone has their own preferences. Let's try to understand each other's viewpoints.",0,0.5
"@github, Everyone makes mistakes sometimes. It's okay, let's learn together and move forward positively.",0,0.5
"@github, How inefficent is this? By including it here, it avoids the need for a second dictionary lookup per page invocation",0,0.5
"@github, I agree that the worst-case scenario seems unfavorable -- however, it is highly improbable",0,0.5
"@github, I apologize for the delay in reviewing your PRs. Your hard work deserves timely feedback.",0,0.5
"@github, I appreciate the effort you put into your comments. It seems like you may have been a bit tired when writing them, but it's great that you're taking the time to contribute.",0,0.5
"@github, I appreciate your attention to detail and caution in reviewing changes. It's always good to be mindful of potential risks and make thoughtful observations.",0,0.5
"@github, I appreciate your dedication to fixing the rebase. Let's address the issues with Color and Size to get the build passing smoothly.",0,0.5
"@github, I appreciate your effort. However, I have some concerns about this code.",0,0.5
"@github, I appreciate your perspective. Let's think about this in a different way and find a solution that benefits us both.",0,0.5
"@github, I believe consistency is important. It would be beneficial if we ensure our processes are consistent to avoid issues, like failing silently due to inconsistency.",0,0.5
"@github, I believe I may have mentioned this before, could you please take another look?",0,0.5
"@github, I changed, but now it says",0,0.5
"@github, I don't anticipate the performance impact due to filtering to be significant on the Azure DevOps build machine, as it should be relatively empty compared to my HDD filled with various files and data ;-)",0,0.5
"@github, I encourage you to learn and understand. Let's work together to improve.",0,0.5
"@github, I got 2 simple words for you, Shut Up",1,0.5
"@github, I hope to offer feedback that can help improve the code. Let's discuss.",0,0.5
"@github, I made an error in my previous comment, let's work together to improve our code reviews.",0,0.5
"@github, I perform a double search per line to ensure I don't overlook cases like #code. I opted not to extensively utilize Regex as it's easy to make errors",0,0.5
"@github, I really appreciate your effort in contributing to our codebase. Let's ensure our comments are constructive and supportive.",0,0.5
"@github, I recommend reviewing and refining this code to better fit the required standards.",0,0.5
"@github, I see that you're actively tracking and addressing issues. Let's keep the communication lines open to address any concerns or questions that arise.",0,0.5
"@github, I see that you're not a fan of the current implementation. That's totally valid feedback. Let's work together to find a better solution.",0,0.5
"@github, I suggest exploring alternative approaches for this task to ensure a better outcome.",0,0.5
"@github, I think it's important to ensure that the #code and #code variables are properly handled to avoid any potential issues or unexpected behavior.",0,0.5
"@github, I think we may need to address some unresolved issues. Can we talk about it?",0,0.5
"@github, I understand the desire to clean up unnecessary code. It's important to ensure we're removing code thoughtfully to avoid any unintended issues.",0,0.5
"@github, I understand the frustration with the challenges we're facing. Let's work together to overcome them step by step.",0,0.5
"@github, I understand your concern about catching only the #code, it could lead to potential issues. Perhaps we can discuss a more comprehensive approach to error handling.",0,0.5
"@github, I would like to discuss my concerns with you constructively.",0,0.5
"@github, I would like to kindly request you to refrain from such language. Let's communicate respectfully.",0,0.5
"@github, I'm sorry to hear you're having trouble with this. Let's collaborate to find a solution that works for you.",0,0.5
"@github, If you're wondering who implemented an extension method that handles #code values for #code, that was me. I still feel a bit embarrassed about it",0,0.5
"@github, it looks like there may be some opportunities for improvement in the code.",0,0.5
"@github, it looks like there might have been a small oversight in the code diff. No worries, we all miss things sometimes.",0,0.5
"@github, it may be helpful to consider the impact our actions might have on others.",0,0.5
"@github, it seems like I might have skimmed through your changes too quickly. Let's take a step back and review them more thoroughly together.",0,0.5
"@github, it seems like there might be some disagreements with the approach we are taking. Let's discuss and find common ground.",0,0.5
"@github, it seems like there might be some frustration here. Let's address the issue together and find a solution that works for everyone.",0,0.5
"@github, it seems like there might be some room for improvement in these dummy values. Maybe we can work together to make them even better?",0,0.5
"@github, it would be beneficial for future collaboration if we could discuss your approach in more detail. Your unique perspective can help us improve our codebase.",0,0.5
"@github, it's always a good idea to double-check our assumptions. While unlikely, we should verify that #code doesn't contain anything unexpected.",0,0.5
"@github, It's always a learning process, and making mistakes is a part of it. Thank you for your time and effort.",0,0.5
"@github, It's important to approach discussions with empathy and understanding. Let's focus on constructive dialogue to move forward.",0,0.5
"@github, it's important to communicate intentions clearly in code reviews. If there are any areas that need further explanation or clarification, please let me know.",0,0.5
"@github, it's important to provide constructive feedback that can help improve the code or situation. Can you elaborate on your concerns?",0,0.5
"@github, It's important to provide feedback respectfully. Let's work together to improve the code in a positive manner.",0,0.5
"@github, it's worth considering whether a comment explaining the reasoning behind the code would be beneficial to future maintainers. Let's aim to help others understand our code.",0,0.5
"@github, Learning from each other is a valuable experience. Let's continue supporting and guiding each other in our coding endeavors.",0,0.5
"@github, let's collaborate to enhance the clarity and quality of this code.",0,0.5
"@github, let's discuss improvements to the damage that has been done.",0,0.5
"@github, Let's encourage open and constructive dialogue without resorting to negative language. Every question is valid and deserves a respectful response.",0,0.5
"@github, Let's maintain a respectful and professional tone in our communications. Let's focus on constructive feedback.",0,0.5
"@github, Let's promote a positive and inclusive environment for collaboration",0,0.5
"@github, let's strive for high-quality work together.",0,0.5
"@github, Let's strive to keep respectful and constructive language in our dialogue",0,0.5
"@github, let's strive to provide respectful and constructive feedback, even when addressing difficult situations. Let's focus on the code rather than personal remarks.",0,0.5
"@github, let's work on refining this confusing code to make it clearer for everyone.",0,0.5
"@github, let's work together to address any potential leaks in the code.",0,0.5
"@github, let's work together to ensure a smooth and efficient process. Your suggestions are always welcome.",0,0.5
"@github, let's work together to identify and improve problematic patterns in the code. By discussing potential improvements, we can enhance the overall quality of our codebase.",0,0.5
"@github, Let's work together to improve the code quality. Your feedback is valuable, and together we can make positive changes.",0,0.5
"@github, please ensure the content shared is valuable and meaningful.",0,0.5
"@github, Please ensure to maintain professionalism and respectful language in all communications",0,0.5
"@github, please refrain from promoting personal content on this platform. Let's maintain neutrality.",0,0.5
"@github, regarding the buttons in the UI, your point about simplifying event handling during the prototype phase is well-taken. Let's discuss further to come up with the best approach.",0,0.5
"@github, there are a few things that could be corrected in the code.",0,0.5
