text,isnegative
Test failures are unrelated,0
* Mono BCL Test group 2: https://github.com/xamarin/maccore/issues/619,0
* Generator tests/.NET: fixed in #9251,0
https://github.com/xamarin/xamarin-macios/blob/92eda7f35399f442f8730aa539571ad8fd44d7da/tests/common/Configuration.cs#L707-L723,0
"Yes, I'll probably have to hardcode this class somewhere to make it work without breaking the API 😒",0
/azp run,0
@chamons this failure:,0
make[2]: *** No rule to make target `.stamp-configure-projects-mac'.  Stop.,0
"isn't fatal, you can just ignore it for now.",0
"The test failures that show up (link all / DotNet tests) are different issues, and at least the DotNet tests seem to be from this PR:",0
# .net ChangeLog for https://github.com/xamarin/xamarin-macios/pull/14921,0
## Level 1,0
* https://github.com/dotnet/runtime [ac796cb...39dbeee](https://github.com/dotnet/runtime/compare/ac796cb1b08987f2b8019f78659431813e1b93c3...39dbeee8c64e0c845da1f6b3a8ef81707806a672),0
## Level 2,0
Generated using https://github.com/spouliot/dotnet-tools/tree/master/changelog,0
I think the names are fine as-is.,0
Great work! Thanks a lot!,0
@akoeplinger would that require any changes in Mono that we have to wait for? Or is that already implemented?,0
https://github.com/xamarin/xamarin-macios/blob/524fd24022e8e6e0f95caa22f10029a97b3b0e95/tools/common/Frameworks.cs#L594-L597,0
"`using (var array = new CFArray (proxyList, false)) {` avoids the manual Dispose later.",0
"Although now that I think about it, I like the symlink idea better",0
Oh I wonder how you found about this 😅,0
"Oh, that's quite simple. After running `make`, running `make` again without any changes should be quite fast. It wasn't (and that's very noticeable 😄)",0
# .net ChangeLog for https://github.com/xamarin/xamarin-macios/pull/12803,0
## Level 1,0
* https://github.com/dotnet/installer [6543103...3d8501f](https://github.com/dotnet/installer/compare/65431030072d4f821d32321a26fc9910e30faa5b...3d8501fba26e97b3300eb012df90192decac47e4),0
## Level 2,0
* https://github.com/dotnet/source-build-reference-packages [896532e...20feb77](https://github.com/dotnet/source-build-reference-packages/compare/896532ec53ea317e3136ad3849ef1944a31b9f6b...20feb77a4b5aad7ec74edc8e35a55779ea1f7003),0
Generated using https://github.com/spouliot/dotnet-tools/tree/master/changelog,0
Test failures are unrelated:,0
* introspection/Mac Catalyst [dotnet]/Debug [dotnet]: https://github.com/xamarin/maccore/issues/2414,0
* monotouch-test/Mac [dotnet]/Debug [dotnet]: https://github.com/xamarin/maccore/issues/2525,0
* monotouch-test/Mac Catalyst [dotnet]/Debug [dotnet]: https://github.com/xamarin/maccore/issues/2525,0
* xammac tests/Mac Modern/Debug: https://github.com/xamarin/maccore/issues/2525,0
* xammac tests/Mac Modern/Release: https://github.com/xamarin/maccore/issues/2525,0
* xammac tests/Mac Modern/Release (all optimizations): https://github.com/xamarin/maccore/issues/2525,0
Is there a strongly typed `Delegate` property?,0
"We have APIs that expose this enum (and the one below), so if we uncomment this, then every consumer of those APIs will get this warning (and there's no way to fix them except ignoring the warning).",0
"I've created a separate PR with my changes, to not complicate this one too much: https://github.com/xamarin/xamarin-macios/pull/11400",0
"@emaf I implemented it a different way, please have a look again :)",0
There are no functional changes,0
The 32 failed tests show that something functional changed.,0
"but if you really feel strong about this, I can revert the contents",0
"Yes, please.",0
Just that it's never going to be refactored after this,0
"If you want to refactor code, do it in a separate PR, and make it as clear as possible (PR description / commit message) that there should only be no functional changes.",0
It's always much easier to review two (or more!) small PRs than a single big one.,0
"You're right, I didn't notice that the properties were required and the methods optional.",0
`theString` -> `string` to match all the other API.,0
/azp run,0
Same: two spaces before equals.,0
"I've checked the packages, and only the template packages (and nothing but template packages) has this in their nuspec:",0
The .lastrun files are wiped out on a git clean so xliff-tasks complains about translations being out of date even when they aren't.,0
"No, that's not quite right. The .lastrun files are used to know if the xliff-tasks should check if the translations are out of date, it doesn't determine if the translations actually are out of date.",0
"Looking at the source for xliff-tasks, when they check if a translation is out of date, they actually compare the documents: https://github.com/dotnet/xliff-tasks/blob/cc53f75b404500236364694ff514dcdee2427a94/src/XliffTasks/Model/XlfDocument.cs#L68-L200, but something obviously goes wrong and then that function says that the translation should be updated when it wasn't (because when you run with `/t:UpdateXlfOnBuild` no files are actually modified).",0
"This looks like a bug in the xliff-tasks, I suggest trying to create a small test case and report it to them (or use the small test case to track down the bug in xliff-tasks and just fix it).",0
"I wonder if Apple is going to ship these frameworks at all for the simulator... by the next beta this code should probably be made permanent, instead of checking for the exact Xcode product version.",0
Nitpick: `StringComparison.Ordinal` (below as well).,0
/azp run,0
Test failures are unrelated (both due to https://github.com/xamarin/maccore/issues/2414).,0
NRE if bundle is null (also might be worth checking for a disposed bundle using GetCheckedHandle if that's available for CFBundle).,0
Test failures are unrelated:,0
* monotouch-test/Mac Catalyst [dotnet]/Debug [dotnet]: https://github.com/xamarin/maccore/issues/2443,0
* Xtro/Mac: Fixed in #13271.,0
Nitpick: space between `string`and `ReaderParameters`.,0
"The change itself is fine, but should go in a different PR, it has nothing to do with sprite kit :smile:",0
Same,0
I think `GetLayoutAnchor` sounds better.,0
Test failures are unrelated:,0
* link all/Mac [dotnet]/Debug [dotnet]: https://github.com/xamarin/maccore/issues/2557,0
* link all/Mac Catalyst [dotnet]/Release [dotnet]: https://github.com/xamarin/maccore/issues/2557,0
* xammac tests/Mac Modern/Release (all optimizations): https://github.com/xamarin/maccore/issues/2088,0
* Xtro/.NET:https://github.com/xamarin/maccore/issues/2552,0
"If I understand correctly, you're saying that we might end up duplicating assemblies that are only identical after stripping (but not before)?",0
"If so, I think you're right, but I'm not sure how often that would be the case (Xamarin.iOS.dll would still be different after stripping, but mscorlib.dll might not be).",0
In any case I don't think this PR changes the current behavior.,0
"It doesn't always make sense to use a nullable (sometimes an enum can be a better choice, in particular if the three states are not common, since the enum allows for a better description of each state), but we use it quite often.",0
"This is one scenario where we use it a lot (option not set, option set to true, option set to false).",0
Maybe put the condition on the target instead?,0
The managed names are `NSPasteboardTypeFileUrl` and `UTType.FileUrl`.,0
Test failures are unrelated,0
* introspection/Mac Catalyst/Debug [dotnet]: https://github.com/xamarin/maccore/issues/2414,0
* monotouch-test/Mac [dotnet]/Debug (CoreCLR) [dotnet]: https://github.com/xamarin/maccore/issues/2488,0
* DotNet tests: fixed in #12334.,0
`extenion` => `extension`.,0
